feature,mean_abs_shap
V48,1.0149515408274297
V49,0.7123371892421008
V91,0.5841049202871388
V73,0.5465839902372734
D4,0.5402555204836726
V76,0.5260943623909798
V30,0.5083355195437927
V59,0.40934114515852327
V39,0.40283888172414506
V75,0.39615818609628445
V12,0.3832930618520484
V63,0.37163560588376554
V18,0.3629182077789358
V35,0.30270395851816984
V258,0.29370890049387594
V74,0.29241307755016815
V79,0.2922015478765397
V45,0.2921955212273309
V302,0.2911783973597967
ProductCD_W,0.27546697385238306
V124,0.26708322001558765
V71,0.26459684870008066
card6_debit,0.2602545918741546
V22,0.25973462844405465
V33,0.25779029396586917
V44,0.25430472623219197
V40,0.25189408860466317
V15,0.2504849726859636
D10,0.24935747957491064
V84,0.2365129032073686
V80,0.23608156134973654
V57,0.23443005307659778
C14,0.23015435067752557
V244,0.22748040444030623
V58,0.22731715298892358
V160,0.22101588520407367
V228,0.2190654970810885
D15,0.21867279358021677
V151,0.2182129201789554
V283,0.21382302716824705
V287,0.2132143652664858
ProductCD_C,0.205097075555971
V7,0.20085354452438903
V284,0.19634228812375942
V257,0.19499512085003862
V29,0.19308666084171172
V72,0.19277761997115245
D8,0.19254488731648003
V144,0.18902731670379436
M6_T,0.1869635600318147
V232,0.18516332081208114
V69,0.18094621192511925
V53,0.17979469431930425
V130,0.17369106341428084
V21,0.1716901996753209
P_emaildomain_yahoo.com,0.16762119241406892
V156,0.1656085602472938
V231,0.16091690204124154
V10,0.15859398274438347
V64,0.15737891848509158
V242,0.1568939629807518
V82,0.15671527160062523
V152,0.15641156183273625
V157,0.15452416731391358
V90,0.15389464730178587
V310,0.14915352565874979
Day_of_Week,0.1472172709440902
V304,0.1444487062164936
V100,0.1443655889151875
V222,0.14431176596235853
V218,0.14365432056909563
V3,0.1417880331327023
V52,0.1404815700914774
M3_T,0.13810833693775432
V16,0.13445249110982951
C9,0.13065407239870455
V116,0.12392607481427048
V245,0.12219246651050535
V51,0.12095291187627681
V236,0.12077284007642242
V9,0.11741142186484657
V123,0.11651509414430591
V20,0.11648589527150442
V321,0.11597280207651317
V254,0.11566662171183052
V230,0.11317466361110735
V5,0.11149999926931654
V34,0.110329644073393
ProductCD_R,0.10868072058059666
V255,0.10863849097924012
V282,0.10836061506777787
V155,0.10826975762648315
V54,0.10811834527563656
V24,0.10778837196788767
M4_M0,0.10758439614399354
D3,0.10573464211631278
