feature,mean_abs_shap
C14,0.33039849661426995
C11,0.23439528817477576
C9,0.11342937005778793
V31,0.0680007830341699
V179,0.06484135412395083
P_emaildomain_gmail.com,0.0606023266435793
V15,0.0573560694937147
C1,0.05734405396260261
V18,0.05671134888677941
V48,0.05105260282364339
V32,0.05011050601030246
C5,0.04815960678321391
V57,0.0481202097960664
M6_T,0.04763089539121893
V153,0.044407832770489396
C6,0.044106483437528675
C7,0.04251017545056511
V50,0.04161039366349138
V58,0.04107835373597385
V150,0.04094295441975142
ProductCD_W,0.040128646184830835
M6_F,0.03907639920834565
V72,0.03734090573868427
V16,0.03700279872235677
V332,0.036678247043842496
P_emaildomain_yahoo.com,0.03471554990312966
V73,0.034326305934705446
V71,0.033401375980707845
V22,0.033033421760698206
M5_F,0.032355180629292705
C4,0.02988687898171146
M8_T,0.029769501633193685
R_emaildomain_gmail.com,0.028893104847549974
card4_mastercard,0.028625405579066496
V218,0.02831070712163744
V49,0.027893682314178027
V33,0.027755286021814738
card6_debit,0.027447981670593532
V154,0.027155948205561584
M8_F,0.02675701222413117
M5_T,0.026622478017477115
V90,0.026561874593678002
V17,0.026275160303186076
V149,0.02543508730386427
V203,0.023585551021307802
card4_visa,0.023434966052927768
V79,0.022936180847425682
V322,0.02215873194024127
V291,0.02169444268034496
V21,0.021634688888740004
V292,0.02087336857418731
D2,0.02063093824254519
C8,0.020423919832552827
V155,0.02029184773270511
V91,0.02014051279580704
M4_M0,0.019574496999336236
V70,0.01956189861145581
M3_T,0.01885077280558559
V308,0.018363817783003732
V324,0.017938903472177973
D1,0.01791990483146398
V74,0.01757313635993775
V211,0.01730698939513385
C2,0.017126436266402745
V143,0.017003444533784075
V333,0.01690188678503047
V232,0.016771861128291647
V177,0.01653298128887351
M3_F,0.01647977000022026
V145,0.016444201712187658
V182,0.016360103645041493
V30,0.01576971980222268
V212,0.015586855991124806
V60,0.01548157300367326
C12,0.015453748013358535
M7_F,0.014765203517139976
V236,0.014619416019332495
V13,0.01447774248376907
V82,0.01444591688372207
V294,0.014357906155121199
card3,0.01303926140987894
V331,0.012951007706533046
V264,0.012899032231379105
V257,0.01283109608145702
V139,0.012829725346584936
V36,0.012814194384075413
ProductCD_R,0.01261151110968494
V84,0.01233016055527301
M7_T,0.012219046391070727
V34,0.012216481839956559
V62,0.012121117931819747
V87,0.011613029990089268
V323,0.011386929642468709
V316,0.011326356378728255
V29,0.011235891097981858
