feature,mean_abs_shap
V77,2.241018637995474e-05
V295,2.228715277917375e-05
V242,2.171803685306921e-05
V109,2.1315618878884936e-05
V162,2.067606053842586e-05
V37,2.066233028717788e-05
P_emaildomain_live.com,2.0312333381862882e-05
V111,1.9760518474361294e-05
V311,1.952355253071892e-05
V90,1.950366688523927e-05
V228,1.8921058239336944e-05
V178,1.8329387967471348e-05
V266,1.7970646985038033e-05
V150,1.7845404577505936e-05
V26,1.742786059058602e-05
V79,1.6954518063569126e-05
card6_debit,1.652074306719699e-05
V251,1.5872068768813154e-05
V257,1.57863627740924e-05
V335,1.575585750565471e-05
R_emaildomain_outlook.com,1.519292167692512e-05
V286,1.498108937946344e-05
V267,1.4583833000712014e-05
V276,1.4571145320730443e-05
R_emaildomain_protonmail.com,1.4358583392766303e-05
V40,1.4141190317281548e-05
R_emaildomain_icloud.com,1.3449318701450153e-05
V224,1.3419310664589817e-05
V208,1.3142910439756787e-05
V300,1.3060018543070462e-05
V233,1.2682469993203974e-05
V292,1.2530982687728579e-05
V50,1.2242536531904816e-05
V298,1.2212176205602636e-05
V229,1.2131490994316493e-05
V161,1.1632963190233514e-05
V4,1.1570820814835782e-05
V49,1.1246492395088663e-05
R_emaildomain_mail.com,1.1060330256840625e-05
V158,1.0930947967766219e-05
V108,1.0629475487601562e-05
V145,1.051405972635683e-05
V326,1.05076339842177e-05
P_emaildomain_comcast.net,9.921470650824542e-06
V270,9.761970363345373e-06
V255,9.727627278458375e-06
V200,9.610334020159604e-06
V66,9.434039593518573e-06
V204,8.932161889165278e-06
V10,8.788072552279798e-06
V115,8.473844293176601e-06
V5,8.225148398892421e-06
V211,8.203833639914282e-06
R_emaildomain_yahoo.com,8.197214092790652e-06
V249,8.132384021599328e-06
V226,8.054416398033403e-06
V23,8.029258447381039e-06
V92,7.826046865400396e-06
V100,7.740726718938594e-06
V265,7.083579414104084e-06
V234,7.040173328690007e-06
V209,7.003701597642971e-06
M8_F,6.51700358516453e-06
R_emaildomain_comcast.net,6.436193133670469e-06
V212,6.309389673336573e-06
V194,6.306076004414882e-06
V223,6.29185604389026e-06
V207,6.23325465795957e-06
V260,6.200750118279977e-06
V338,6.0981206705546794e-06
R_emaildomain_msn.com,6.0830977872357335e-06
V336,6.0388195694432725e-06
V302,6.023565289480002e-06
V243,5.742295415921576e-06
V171,5.426956732430155e-06
V210,5.398128815310919e-06
V72,5.3417079136374705e-06
V253,5.180197365616254e-06
V332,5.067528937632828e-06
V268,4.981442665230148e-06
V142,4.957396982154063e-06
P_emaildomain_icloud.com,4.918274416381696e-06
V195,4.894609711908147e-06
V239,4.673199222257161e-06
V114,4.602246957058648e-06
V330,4.573412285048893e-06
V254,4.540179761338196e-06
V103,4.431937138130943e-06
V238,4.207236669026146e-06
P_emaildomain_aim.com,4.193176537916171e-06
V231,4.033438092606841e-06
V188,4.023897755163316e-06
V303,3.935282823016795e-06
V227,3.7447358386575768e-06
V324,3.689473952020469e-06
V213,3.5747545724835317e-06
V7,3.477741439016238e-06
V339,3.4686144767737804e-06
V146,3.448769651146764e-06
V304,3.436575174219485e-06
V32,3.4012883624426733e-06
V31,3.3581604542668927e-06
V202,3.3371295528301434e-06
V214,3.268623088725367e-06
P_emaildomain_optonline.net,3.2099570127409714e-06
V334,3.2045007199930984e-06
V42,3.1946342150081247e-06
V186,3.158587073484275e-06
V170,2.702063019902459e-06
V250,2.6334204919479916e-06
V275,2.4527362890557115e-06
V244,2.410210610902001e-06
V157,2.3474203602725273e-06
V84,2.329266887766082e-06
V289,2.253325540279789e-06
V60,2.193771032805107e-06
V3,2.108370866766804e-06
V132,2.0061489340237444e-06
V196,2.00260823839616e-06
V246,1.8679562457094027e-06
V288,1.849944974145485e-06
V137,1.75487970732719e-06
V232,1.7123974827454723e-06
V151,1.599416122990703e-06
V247,1.5323879224601694e-06
V183,1.5272789232215462e-06
V172,1.4641959488274604e-06
V141,1.4504983122340472e-06
P_emaildomain_protonmail.com,1.4276105607287447e-06
V284,1.379943398472023e-06
V125,1.2498713755367035e-06
V63,1.224174690899143e-06
V198,1.1521242290827393e-06
V175,1.0613421968834112e-06
P_emaildomain_embarqmail.com,1.0201744249379846e-06
