feature,mean_abs_shap
V91,0.09830941426017896
V48,0.05831064031254635
V30,0.054162820102496644
V90,0.050901878105656675
V49,0.0467622108755172
V302,0.038588766168294236
V130,0.03142941126891691
V69,0.030589616418782425
V76,0.030308037745316093
V75,0.027287523532475003
V131,0.018985753424722605
C14,0.0188765989068719
V284,0.01694983433554226
V287,0.01494317153190189
V35,0.014140921981909815
V10,0.013940155782209827
V5,0.013436042669262342
V310,0.013338435237478637
V73,0.011257953101597894
V304,0.011238595191670182
V63,0.010571252153047632
V74,0.010242142702368236
V29,0.010232878736688345
P_emaildomain_gmail.com,0.010089460533752396
V129,0.009727560048338019
D4,0.009150100392630268
V315,0.008388230296886345
V84,0.008270557887849276
V18,0.008234304912508124
V42,0.0074360349095514144
V100,0.007404129634386159
P_emaildomain_yahoo.com,0.0071538017728499746
V33,0.007071417904812138
V22,0.006693680094870269
V36,0.006558101993921492
C11,0.006220648403551583
V125,0.006124712936954809
V197,0.006032984836921721
V156,0.005785668673408089
V135,0.005737728574332881
V231,0.0054907849045773924
P_emaildomain_aol.com,0.00537092041729878
V44,0.0052881190882868145
V136,0.005264806154804034
V232,0.005191150713445242
V151,0.005105173581928869
V11,0.005070093228780922
D2,0.005051291814879343
V313,0.004951984314391966
V98,0.004843433945746788
V233,0.004739554358307442
V61,0.004289631547468098
V24,0.004192984019261143
V45,0.004081977349612187
V34,0.004043361211878848
V321,0.003812211819651845
V144,0.0037755411640043655
P_emaildomain_comcast.net,0.0036756977469184636
D7,0.0036554800664275757
C7,0.0036102208062974922
V257,0.0035993257244503036
V139,0.0035785572788125403
V137,0.0035093749194103864
V170,0.003509144745768811
V114,0.0034477018988490022
V244,0.003441476134460789
D1,0.003422615850426858
V116,0.0032567181239378643
C9,0.003232100860082101
V152,0.0031636575643417464
R_emaildomain_aol.com,0.003010890501003761
V123,0.002992475044079568
card6_debit,0.002859260205621571
V314,0.0028409806055488657
V222,0.002832662762728981
V286,0.0027726438674859155
M3_T,0.002666941863411458
V157,0.002598445910174312
V106,0.002537361330978985
V258,0.002515297597338403
V319,0.0025152014217738944
V160,0.002514883000994652
V292,0.0024870246436221603
C6,0.0024721957115682153
V190,0.0024004175986717443
V188,0.0024000771517661856
V154,0.0023564700935029513
V176,0.0023307003487024
V148,0.0023072616468948503
V288,0.0022967685648019615
C12,0.002238204190616955
P_emaildomain_live.com,0.0022307651314103045
V21,0.002194608131349619
V242,0.0021024562316805597
D3,0.002049371443198327
ProductCD_R,0.002038591315611191
V23,0.001959739628529217
V228,0.0018790272573821912
V86,0.0018777378396560556
dist1,0.0018612913888413191
V41,0.0018198895322199234
P_emaildomain_msn.com,0.001789532537899528
V217,0.0017260780863560263
card4_american express,0.0016913987472686595
V175,0.0016547785460369203
V140,0.0016419945142491946
V221,0.0016320024946860079
D5,0.0016235788655095279
C1,0.0015339676551543282
V283,0.0014740737548316362
V32,0.0014502091423639091
V3,0.0014293899997476676
V150,0.0013438033677629787
V31,0.001341817962247831
M5_F,0.0013108413667412334
V59,0.001305467410918761
V285,0.0012583770292862858
C2,0.0012448285965799934
V300,0.001234679320902052
V17,0.0012134055332670157
ProductCD_S,0.001210346982942376
V171,0.0011984108179780948
C4,0.0011571684997011549
V20,0.0011215692479217367
V92,0.0009556095550466035
V201,0.000937341619837789
card4_visa,0.0008947910188702923
P_emaildomain_anonymous.com,0.0008840248066928423
ProductCD_W,0.0008357549368399453
V255,0.0008181175848918027
